Name,coder,Merged,env_a,comma_a,emp_a,div_a,con_a,cg_a,hr_a,env_s,comm_s,emp_s,div_s,con_s,cg_s,hr_s,csr
Cuervo Gonzalez Felipe Eduardo,2,bsx_sl_2008-5,1,1,1,4,3,1,1,1,1,1,5,4,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,bsx_sl_2008-6,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-1,1,1,2,1,1,1,1,1,1,3,1,2,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-2,1,1,4,1,4,1,1,1,1,4,1,4,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-4,1,1,3,1,1,2,1,1,1,3,1,1,3,1,3
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-5,1,1,5,1,4,1,1,1,1,5,1,4,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-6,2,1,1,1,3,1,1,3,1,1,1,3,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-7,1,5,1,1,1,1,1,1,6,1,1,1,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-8,1,1,3,1,5,1,1,1,1,4,1,5,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,cat_sl_2005-9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,cl_sl_2015-1,1,1,1,1,3,3,1,1,1,1,1,4,4,1,4
Cuervo Gonzalez Felipe Eduardo,2,cl_sl_2015-2,1,1,1,1,3,1,1,1,1,1,1,4,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,cl_sl_2015-3,1,6,1,1,1,1,1,1,4,1,1,1,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,cl_sl_2015-4,1,3,1,1,1,1,2,1,4,1,1,1,1,2,3
Cuervo Gonzalez Felipe Eduardo,2,cl_sl_2015-5,1,5,6,1,1,1,1,1,3,5,1,1,1,1,6
Cuervo Gonzalez Felipe Eduardo,2,cl_sl_2015-6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,cl_sl_2015-7,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,cl_sl_2015-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,cnc_sl_2012-1,1,1,2,1,1,2,1,1,1,3,1,1,2,1,2
Cuervo Gonzalez Felipe Eduardo,2,cnc_sl_2012-2,1,1,1,1,3,1,3,1,1,1,1,4,1,4,3
Cuervo Gonzalez Felipe Eduardo,2,cnc_sl_2012-3,1,1,1,1,4,1,1,1,1,1,1,4,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,cnc_sl_2012-4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,cnp_sl_2005-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,cnp_sl_2005-2,1,5,1,1,1,1,1,1,5,1,1,1,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,cnp_sl_2005-3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,cnp_sl_2005-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,ctsh_sl_2015-1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,ctsh_sl_2015-2,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,ctsh_sl_2015-3,1,1,1,1,4,1,1,1,1,1,1,5,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,ctsh_sl_2015-4,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,ctsh_sl_2015-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,ctsh_sl_2015-6,1,1,1,1,4,1,1,1,1,3,1,5,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,cvx_sl_2012-1,4,1,4,1,1,1,1,4,1,4,1,1,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,cvx_sl_2012-2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,cvx_sl_2012-3,3,5,3,1,1,1,2,3,6,3,1,1,1,3,5
Cuervo Gonzalez Felipe Eduardo,2,cvx_sl_2012-4,2,2,2,1,1,1,1,3,3,3,1,1,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,dish_sl_2006-1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,dish_sl_2006-2,1,1,1,1,5,1,1,1,1,1,1,6,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,dov_sl_2008-1,1,1,2,1,2,1,1,1,1,4,1,3,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,dov_sl_2008-2,1,1,1,1,1,1,1,1,1,4,1,2,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,dov_sl_2008-3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3
Cuervo Gonzalez Felipe Eduardo,2,dri_2012-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,dri_2012-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,dri_2012-3,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6
Cuervo Gonzalez Felipe Eduardo,2,dri_2012-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,dri_2012-5,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,dri_2012-6,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,dri_2012-7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,el_sl_2007-3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,el_sl_2007-4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,el_sl_2007-5,1,4,1,1,1,1,1,1,5,1,1,1,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,el_sl_2007-6,1,1,1,1,4,1,1,2,1,1,1,4,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,el_sl_2007-7,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,el_sl_2007-8,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,esrx_sl_2006-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,esrx_sl_2006-2,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,esrx_sl_2006-3,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,esrx_sl_2006-4,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,esrx_sl_2006-5,1,1,1,1,3,1,1,1,1,1,1,4,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,esrx_sl_2009-1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,esrx_sl_2009-2,1,1,1,1,5,1,1,1,1,1,1,5,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,esrx_sl_2009-3,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,gps_sl_2010,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,itw_sl_2009-1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3
Cuervo Gonzalez Felipe Eduardo,2,itw_sl_2009-2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2
Cuervo Gonzalez Felipe Eduardo,2,itw_sl_2009-3,1,1,1,1,5,1,1,1,1,1,1,4,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,jec_sl_2000-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,jec_sl_2000-2,1,1,1,1,4,1,1,1,1,1,1,5,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,jec_sl_2000-3,3,1,1,1,2,1,1,1,1,4,1,3,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,jec_sl_2000-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,jec_sl_2000-5,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,sl_sl_2007-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,sl_sl_2007-2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,3
Raudel Puerto-Espino,3,a_sl_2010-1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2
Raudel Puerto-Espino,3,a_sl_2010-2,5,1,1,1,1,1,1,6,1,1,1,1,1,1,5
Raudel Puerto-Espino,3,a_sl_2010-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto-Espino,3,a_sl_2010-4,1,1,5,1,1,1,1,1,1,3,1,1,1,3,4
Raudel Puerto-Espino,3,a_sl_2010-5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2
Raudel Puerto,3,aap_sl_2009-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
Raudel Puerto,3,aap_sl_2009-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,aap_sl_2009-3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2
Raudel Puerto,3,aap_sl_2009-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,aap_sl_2009-5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
Raudel Puerto-Espino,3,abbv_sl_2012-1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2
Raudel Puerto-Espino,3,abbv_sl_2012-2,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2
Raudel Puerto-Espino,3,adp_sl_2006-1,1,1,2,1,1,1,1,1,1,4,1,2,1,1,4
Raudel Puerto-Espino,3,adp_sl_2006-2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1
Raudel Puerto-Espino,3,adp_sl_2008-1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2
Raudel Puerto-Espino,3,adp_sl_2008-2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2
Raudel Puerto,3,aee_sl_2005-5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
Raudel Puerto,3,aee_sl_2006-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,aee_sl_2006-10,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
Raudel Puerto,3,aee_sl_2006-2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2
Raudel Puerto,3,aee_sl_2006-3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
Raudel Puerto,3,aee_sl_2006-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,aee_sl_2006-6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,aee_sl_2006-7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
Raudel Puerto,3,aee_sl_2006-8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,aee_sl_2006-9,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
Raudel Puerto,3,aet_sl_2012-1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,aet_sl_2012-2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,aet_sl_2012-3,1,4,1,1,1,1,1,1,4,4,1,1,1,1,4
Raudel Puerto,3,aet_sl_2012-4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,3
Raudel Puerto,3,afl_al_2015-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,afl_sl_2015-2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,afl_sl_2015-3,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4
Raudel Puerto,3,afl_sl_2015-4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,agn_sl_2002-1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,agn_sl_2002-2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,agn_sl_2002-3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2
Raudel Puerto,3,agn_sl_2002-4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
Raudel Puerto,3,ain_sl_2009-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,ain_sl_2009-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,ain_sl_2009-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,ain_sl_2009-4,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3
Raudel Puerto,3,ain_sl_2009-5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,ain_sl_2009-6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,ain_sl_2016-1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,3
Raudel Puerto,3,ain_sl_2016-2,1,1,1,1,3,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,ain_sl_2016-3,1,1,1,1,1,1,1,1,1,4,1,1,3,1,3
Raudel Puerto,3,aiz_sl_2009-1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2
Raudel Puerto,3,aiz_sl_2009-2,1,1,1,1,1,4,1,1,1,1,1,1,3,1,4
Raudel Puerto,3,aiz_sl_2009-3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,aiz_sl_2009-4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2
Raudel Puerto,3,aiz_sl_2009-5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
Raudel Puerto,3,aks_sl_2004-1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2
Raudel Puerto,3,aks_sl_2004-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,aks_sl_2004-3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,aks_sl_2004-4,1,1,3,1,3,2,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,alk_sl_2005-1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,alk_sl_2005-3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2
Raudel Puerto,3,alk_sl_2005-4,1,1,1,1,1,1,1,1,1,2,1,4,1,1,3
Raudel Puerto,3,alk-sl_2005-2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,alv_sl_2008-1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,alv_sl_2008-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,alv_sl_2008-3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,alv_sl_2008-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,alv_sl_2008-5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
Raudel Puerto-Espino,3,apc_sl_2006,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3
Raudel Puerto,3,apc_sl_2012-1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,apc_sl_2012-2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,apc_sl_2012-3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto-Espino,3,apc_sl_2013-1,5,3,1,1,1,2,1,4,3,1,1,1,2,1,4
Raudel Puerto-Espino,3,apc_sl_2013-2,1,1,1,1,1,4,1,1,1,1,1,1,4,1,3
Raudel Puerto-Espino,3,aph_sl_2000-1,1,1,3,1,1,4,1,1,1,2,1,2,3,1,2
Raudel Puerto-Espino,3,aph_sl_2000-2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
Raudel Puerto,3,apv_sl_2016-2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3
Raudel Puerto,3,apv_sl_2016-3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3
Raudel Puerto,3,apv_sl_2016-4,1,1,1,1,1,3,1,1,1,1,1,1,4,1,3
Raudel Puerto,3,apx_sl_2002-1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,4
Raudel Puerto,3,apx_sl_2002-10,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,apx_sl_2002-11,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
Raudel Puerto,3,apx_sl_2002-12,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
Raudel Puerto,3,apx_sl_2002-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,apx_sl_2002-14,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,apx_sl_2002-15,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5
Raudel Puerto,3,apx_sl_2002-16,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3
Raudel Puerto,3,apx_sl_2002-17,1,1,4,1,1,1,1,1,1,5,1,1,1,1,4
Raudel Puerto,3,apx_sl_2002-18,1,1,5,1,1,1,1,1,1,3,1,1,1,1,4
Raudel Puerto,3,apx_sl_2002-19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
Raudel Puerto,3,apx_sl_2002-2,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4
Raudel Puerto,3,apx_sl_2002-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,apx_sl_2002-3,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4
Raudel Puerto,3,apx_sl_2002-4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,apx_sl_2002-5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
Raudel Puerto,3,apx_sl_2002-6,1,1,1,1,4,2,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,apx_sl_2002-7,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,apx_sl_2002-8,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3
Raudel Puerto,3,apx_sl_2002-9,1,1,1,1,1,3,1,1,1,1,1,1,4,1,3
Raudel Puerto,3,apx_sl_2003-1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,apx_sl_2003-2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,7
Raudel Puerto,3,apx_sl_2003-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,apx_sl_2003-4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,apx_sl_2003-5,1,1,5,1,1,1,1,1,1,4,1,1,1,1,4
Raudel Puerto,3,apx_sl_2003-6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3
Raudel Puerto,3,apx_sl_2003-7,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,apx_sl_2003-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,apx_sl_2003-9,1,1,1,1,1,3,1,1,1,1,1,1,4,1,4
Raudel Puerto,3,armk_sl_2015-1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,armk_sl_2015-2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,3
Raudel Puerto,3,armk_sl_2015-3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,armk_sl_2015-4,1,1,3,1,1,1,1,1,1,5,1,1,1,1,4
Raudel Puerto,3,armk_sl_2015-5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3
Raudel Puerto,3,ash_sl_2007-1,1,1,1,1,1,1,1,4,4,3,1,3,3,3,3
Raudel Puerto,3,ash_sl_2007-2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,ash_sl_2007-3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,ash_sl_2007-4,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,ash_sl_2007-5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3
Raudel Puerto,3,avp_sl_2000-1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2
Raudel Puerto,3,avp_sl_2000-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,avp_sl_2000-3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3
Raudel Puerto,3,avp_sl_2000-4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,5
Raudel Puerto,3,avp_sl_2000-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,avp_sl_2016-1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,avy_sl_2009-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,avy_sl_2009-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,avy_sl_2009-3,1,1,3,1,1,1,1,1,1,5,1,1,1,1,4
Raudel Puerto,3,avy_sl_2009-4,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3
Raudel Puerto,3,avy_sl_2009-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,avy_sl_2009-6,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4
Raudel Puerto,3,avy_sl_2015-1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,avy_sl_2015-2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,avy_sl_2015-3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,avy_sl_2015-4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3
Raudel Puerto,3,avy_sl_2015-5,6,1,1,1,1,1,1,5,1,1,1,1,1,1,5
Raudel Puerto,3,avy_sl_2015-6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3
Raudel Puerto,3,avy_sl_2015-7,1,1,1,1,1,1,1,1,1,5,1,1,3,1,5
Raudel Puerto,3,avy_sl_2015-8,1,1,4,6,1,1,1,1,1,1,1,1,1,1,5
Raudel Puerto,3,azo_sl_2007-1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4
Raudel Puerto,3,azo_sl_2007-2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3
Raudel Puerto,3,azo_sl_2007-3,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3
Raudel Puerto,3,azo_sl_2007-4,1,1,5,1,1,1,1,1,1,6,1,1,1,1,1
Raudel Puerto,3,ba_sl_2007-1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4
Raudel Puerto,3,ba_sl_2007-2,1,2,1,1,1,1,1,1,5,1,1,1,1,1,5
Raudel Puerto,3,ba_sl_2007-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,ba_sl_2007-4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Raudel Puerto,3,ba_sl_2007-5,1,1,1,1,1,1,1,1,1,4,5,1,1,1,5
Raudel Puerto,3,ba_sl_2007-6,1,1,4,1,1,2,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,ba_sl_2007-7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4
Raudel Puerto,3,ba_sl_2007-8,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,ba_sl_2007-9,1,1,5,1,1,1,1,1,1,5,1,1,1,1,5
Raudel Puerto,3,bac_sl_2005-10,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
Raudel Puerto,3,bac_sl_2005-11,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3
Raudel Puerto,3,bac_sl_2005-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,bac_sl_2005-3,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4
Raudel Puerto,3,bac_sl_2005-4,1,1,1,1,4,3,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,bac_sl_2005-5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2
Raudel Puerto,3,bac_sl_2005-6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,5
Raudel Puerto,3,bac_sl_2005-7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,6
Raudel Puerto,3,bac_sl_2005-8,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3
Raudel Puerto,3,bac_sl_2005-9,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
Raudel Puerto,3,bac_sl_2007-1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,bbt_sl_2012-1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4
Raudel Puerto,3,bbt_sl_2012-10,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
Raudel Puerto,3,bbt_sl_2012-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,bbt_sl_2012-12,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3
Raudel Puerto,3,bbt_sl_2012-13,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3
Raudel Puerto,3,bbt_sl_2012-14,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
Raudel Puerto,3,bbt_sl_2012-15,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
Raudel Puerto-Espino,3,bbt_sl_2012-15,1,1,1,1,1,3,1,1,1,2,1,1,3,1,2
Raudel Puerto,3,bbt_sl_2012-16,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
Raudel Puerto,3,bbt_sl_2012-17,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
Raudel Puerto,3,bbt_sl_2012-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Raudel Puerto,3,bbt_sl_2012-3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,5
Raudel Puerto,3,bbt_sl_2012-4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3
Raudel Puerto,3,bbt_sl_2012-5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3
Raudel Puerto,3,bbt_sl_2012-6,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3
